id,post,label
451,its easier for you now because you are the status quo youre easily controlled you only call us nazis and provocative bc you dont agree with us but sorry to break it to you the majority 55 of whites already know theyre discriminated against,0
452,and your white race is not pure racial intermixing has been occurring for millenia see hellenism,1
453,at 4010 pulls the predictable trick of comparing to isis for reading islam the same way,0
454,everyone must be convinced that the fact is real the process necessary the necessity correct,0
455,north indian workers hurt in suspected firing by ulfa,0
456,it goes way deeper than skin racial iq k r selection evolutionary psychology etc,1
457,both are scared of cair i know trumpster will drive out cair that is why i support him,0
458,it looks better than the domestic terrorist group antifa all black and hiding ugly repulsive faces,1
459,he had a complex about being shorthe claims to be 5 foot 7 but several people i talked with put his,0
460,is edward snowden helping israeli tech industry,0
461,another white officer killed by a black thug obama and his race baiters must be smiling from ear to ear,1
462,expose ashish khetan today he has wrongly quoted the govt letter sambit patra bjp arvindcricketcard,0
463,What do you call two chimps that fall in love Black people,1
464,at every month is black history month 365black,0
465,trump didnt know a black man did the deed so hes still racist because he didnt assume a white man did it denounce white hate,0
466,alt right wants potty training,0
467,well if this zoe person is a part of then im afraid that creates a problem for me i do no deal with liberals,1
468,identity evropa seems like the more serious cadre org right now theyre the ones rev socialist cadre orgs are worried about,0
469,iran ban on vasectomies to double myjihad islam muslims leadernamo abkibaar300paar modi femen,0
470,its a scientific fact that the white race is superior opkkk,1
471,white behavior on display indeed one white man murdered 58 people and shot over 500 in minutes that is white behavior,0
472,to each their own but im pro choice,0
473,earthquakes are painful and tragic as well but theyre not terror yes - white people kill doesnt automatically make it terror,0
474,strange how no sudden 6million dip in jewish population figures,1
475,idiots making the white people look bad white powder lol,0
476,antifas in alabama i hope they enjoy the all-expense-paid helicopter ride there but the deep south aint ber,0
477,incoming vid of deadlift no rack pulls cause strain in low back hammy will rest it and get massage curtesy of university,0
478,robert spencer is racist why because someone told me hes racist racist,0
479,im actually pro-merit and if white people are the superior race you think they are they should have no problem fending off all these supposed incursions and if they cant well i guess they werent that superior right,0
480,weve never had any problems anywhere in the south,0
481,members of national socialist movement rid kentucky of a heroin dealer via,0
482,i agree with the establishment which was right in everything it said about ted cruz,0
483,dear if u want to boycott jews jewish products try avoiding vaccinations numerous innovations not coke,0
484,i wonder what the average iq is in puerto rico 60,1
485,what you and others of your ilk seem to fail to grasp is that white american culture itsel,0
486,theyre parasites images of real refugees look starkly different,1
487,contact the hotep people they have spines they are not the standard cry-baby sjw type of poc,0
488,do you really believe latino and white is interchangeable id love the day for you to refer to yourself as a proud white,1
